rgb_path,npz_path,source,S_full_wgap_alpha50,split,idx
dataset/woodscape_raw/train/rgbImages/0033_FV.png,dataset/woodscape_processed/labels_tile/0033_FV.npz,woodscape,0.1453313322248285,train,0
dataset/woodscape_raw/train/rgbImages/2771_MVL.png,dataset/woodscape_processed/labels_tile/2771_MVL.npz,woodscape,0.4493746051282389,train,1
dataset/woodscape_raw/train/rgbImages/0700_FV.png,dataset/woodscape_processed/labels_tile/0700_FV.npz,woodscape,0.5755195762171853,train,2
dataset/woodscape_raw/train/rgbImages/4454_RV.png,dataset/woodscape_processed/labels_tile/4454_RV.npz,woodscape,0.3732634836525295,train,3
dataset/woodscape_raw/train/rgbImages/4169_MVR.png,dataset/woodscape_processed/labels_tile/4169_MVR.npz,woodscape,0.7276754079443,train,4
dataset/woodscape_raw/train/rgbImages/4170_MVR.png,dataset/woodscape_processed/labels_tile/4170_MVR.npz,woodscape,0.7276754079443,train,5
dataset/woodscape_raw/train/rgbImages/4822_MVL.png,dataset/woodscape_processed/labels_tile/4822_MVL.npz,woodscape,0.1904502793906468,train,6
dataset/woodscape_raw/train/rgbImages/3855_RV.png,dataset/woodscape_processed/labels_tile/3855_RV.npz,woodscape,0.5798992727741832,train,7
dataset/woodscape_raw/train/rgbImages/3328_RV.png,dataset/woodscape_processed/labels_tile/3328_RV.npz,woodscape,0.7905184669928069,train,8
dataset/woodscape_raw/train/rgbImages/2907_RV.png,dataset/woodscape_processed/labels_tile/2907_RV.npz,woodscape,0.6272303955121338,train,9
dataset/woodscape_raw/train/rgbImages/4404_FV.png,dataset/woodscape_processed/labels_tile/4404_FV.npz,woodscape,0.7504601670033967,train,10
dataset/woodscape_raw/train/rgbImages/2149_MVL.png,dataset/woodscape_processed/labels_tile/2149_MVL.npz,woodscape,0.2666628234314102,train,11
dataset/woodscape_raw/train/rgbImages/4288_RV.png,dataset/woodscape_processed/labels_tile/4288_RV.npz,woodscape,0.4814818992758912,train,12
dataset/woodscape_raw/train/rgbImages/3156_RV.png,dataset/woodscape_processed/labels_tile/3156_RV.npz,woodscape,0.3838662753502204,train,13
dataset/woodscape_raw/train/rgbImages/4411_MVL.png,dataset/woodscape_processed/labels_tile/4411_MVL.npz,woodscape,0.6274169636495149,train,14
dataset/woodscape_raw/train/rgbImages/3090_MVR.png,dataset/woodscape_processed/labels_tile/3090_MVR.npz,woodscape,0.4530303037527817,train,15
dataset/woodscape_raw/train/rgbImages/2426_FV.png,dataset/woodscape_processed/labels_tile/2426_FV.npz,woodscape,0.6951894355542695,train,16
dataset/woodscape_raw/train/rgbImages/4350_MVR.png,dataset/woodscape_processed/labels_tile/4350_MVR.npz,woodscape,0.4529824561241883,train,17
dataset/woodscape_raw/train/rgbImages/3417_MVR.png,dataset/woodscape_processed/labels_tile/3417_MVR.npz,woodscape,0.3181536769324746,train,18
dataset/woodscape_raw/train/rgbImages/1856_RV.png,dataset/woodscape_processed/labels_tile/1856_RV.npz,woodscape,0.3024048334721316,train,19
dataset/woodscape_raw/train/rgbImages/4545_MVL.png,dataset/woodscape_processed/labels_tile/4545_MVL.npz,woodscape,0.1851460719708977,train,20
dataset/woodscape_raw/train/rgbImages/3691_FV.png,dataset/woodscape_processed/labels_tile/3691_FV.npz,woodscape,0.2375566637877244,train,21
dataset/woodscape_raw/train/rgbImages/1478_MVR.png,dataset/woodscape_processed/labels_tile/1478_MVR.npz,woodscape,0.6143397562431258,train,22
dataset/woodscape_raw/train/rgbImages/2662_RV.png,dataset/woodscape_processed/labels_tile/2662_RV.npz,woodscape,0.4530303037527817,train,23
dataset/woodscape_raw/train/rgbImages/0689_RV.png,dataset/woodscape_processed/labels_tile/0689_RV.npz,woodscape,0.1937052716811159,train,24
dataset/woodscape_raw/train/rgbImages/3586_MVR.png,dataset/woodscape_processed/labels_tile/3586_MVR.npz,woodscape,0.7466941114627916,train,25
dataset/woodscape_raw/train/rgbImages/2600_RV.png,dataset/woodscape_processed/labels_tile/2600_RV.npz,woodscape,0.117680534629235,train,26
dataset/woodscape_raw/train/rgbImages/4924_MVR.png,dataset/woodscape_processed/labels_tile/4924_MVR.npz,woodscape,0.2964893013166061,train,27
dataset/woodscape_raw/train/rgbImages/3911_RV.png,dataset/woodscape_processed/labels_tile/3911_RV.npz,woodscape,0.148539892271308,train,28
dataset/woodscape_raw/train/rgbImages/2786_RV.png,dataset/woodscape_processed/labels_tile/2786_RV.npz,woodscape,0.1243876508690953,train,29
dataset/woodscape_raw/train/rgbImages/1100_FV.png,dataset/woodscape_processed/labels_tile/1100_FV.npz,woodscape,0.1469943036129583,train,30
dataset/woodscape_raw/train/rgbImages/3033_FV.png,dataset/woodscape_processed/labels_tile/3033_FV.npz,woodscape,0.2292269319429551,train,31
dataset/woodscape_raw/train/rgbImages/3622_RV.png,dataset/woodscape_processed/labels_tile/3622_RV.npz,woodscape,0.6322974652954813,train,32
dataset/woodscape_raw/train/rgbImages/3272_MVL.png,dataset/woodscape_processed/labels_tile/3272_MVL.npz,woodscape,0.2678477720780705,train,33
dataset/woodscape_raw/train/rgbImages/3903_MVL.png,dataset/woodscape_processed/labels_tile/3903_MVL.npz,woodscape,0.0574764851029526,train,34
dataset/woodscape_raw/train/rgbImages/3425_RV.png,dataset/woodscape_processed/labels_tile/3425_RV.npz,woodscape,0.2115921723119802,train,35
dataset/woodscape_raw/train/rgbImages/2423_FV.png,dataset/woodscape_processed/labels_tile/2423_FV.npz,woodscape,0.6951894355542695,train,36
dataset/woodscape_raw/train/rgbImages/3321_MVR.png,dataset/woodscape_processed/labels_tile/3321_MVR.npz,woodscape,0.6991758870355969,train,37
dataset/woodscape_raw/train/rgbImages/4405_FV.png,dataset/woodscape_processed/labels_tile/4405_FV.npz,woodscape,0.7504601670033967,train,38
dataset/woodscape_raw/train/rgbImages/1103_MVL.png,dataset/woodscape_processed/labels_tile/1103_MVL.npz,woodscape,0.1484745203885182,train,39
dataset/woodscape_raw/train/rgbImages/2172_FV.png,dataset/woodscape_processed/labels_tile/2172_FV.npz,woodscape,0.729423216075598,train,40
dataset/woodscape_raw/train/rgbImages/1134_FV.png,dataset/woodscape_processed/labels_tile/1134_FV.npz,woodscape,0.1661857625299883,train,41
dataset/woodscape_raw/train/rgbImages/2682_MVR.png,dataset/woodscape_processed/labels_tile/2682_MVR.npz,woodscape,0.308363446169821,train,42
dataset/woodscape_raw/train/rgbImages/3165_FV.png,dataset/woodscape_processed/labels_tile/3165_FV.npz,woodscape,0.0958876566166188,train,43
dataset/woodscape_raw/train/rgbImages/3487_MVR.png,dataset/woodscape_processed/labels_tile/3487_MVR.npz,woodscape,0.4530303037527817,train,44
dataset/woodscape_raw/train/rgbImages/2670_FV.png,dataset/woodscape_processed/labels_tile/2670_FV.npz,woodscape,0.3034584375944985,train,45
dataset/woodscape_raw/train/rgbImages/0055_MVR.png,dataset/woodscape_processed/labels_tile/0055_MVR.npz,woodscape,0.1858603272807719,train,46
dataset/woodscape_raw/train/rgbImages/4466_FV.png,dataset/woodscape_processed/labels_tile/4466_FV.npz,woodscape,0.3424568874366041,train,47
dataset/woodscape_raw/train/rgbImages/1776_MVL.png,dataset/woodscape_processed/labels_tile/1776_MVL.npz,woodscape,0.1678830292188715,train,48
dataset/woodscape_raw/train/rgbImages/4947_MVL.png,dataset/woodscape_processed/labels_tile/4947_MVL.npz,woodscape,0.1499192365684546,train,49
dataset/woodscape_raw/train/rgbImages/0905_RV.png,dataset/woodscape_processed/labels_tile/0905_RV.npz,woodscape,0.4555963940692452,train,50
dataset/woodscape_raw/train/rgbImages/4492_RV.png,dataset/woodscape_processed/labels_tile/4492_RV.npz,woodscape,0.4286996638232828,train,51
dataset/woodscape_raw/train/rgbImages/2500_FV.png,dataset/woodscape_processed/labels_tile/2500_FV.npz,woodscape,0.6784637079094231,train,52
dataset/woodscape_raw/train/rgbImages/2944_FV.png,dataset/woodscape_processed/labels_tile/2944_FV.npz,woodscape,0.4119212175860317,train,53
dataset/woodscape_raw/train/rgbImages/3902_MVL.png,dataset/woodscape_processed/labels_tile/3902_MVL.npz,woodscape,0.0585528173124449,train,54
dataset/woodscape_raw/train/rgbImages/3258_RV.png,dataset/woodscape_processed/labels_tile/3258_RV.npz,woodscape,0.2922104122060699,train,55
dataset/woodscape_raw/train/rgbImages/1357_MVR.png,dataset/woodscape_processed/labels_tile/1357_MVR.npz,woodscape,0.3535378245692964,train,56
dataset/woodscape_raw/train/rgbImages/3553_MVR.png,dataset/woodscape_processed/labels_tile/3553_MVR.npz,woodscape,0.3690188578583644,train,57
dataset/woodscape_raw/train/rgbImages/1240_FV.png,dataset/woodscape_processed/labels_tile/1240_FV.npz,woodscape,0.1524074654466088,train,58
dataset/woodscape_raw/train/rgbImages/3742_RV.png,dataset/woodscape_processed/labels_tile/3742_RV.npz,woodscape,0.5726949919353519,train,59
dataset/woodscape_raw/train/rgbImages/4895_MVR.png,dataset/woodscape_processed/labels_tile/4895_MVR.npz,woodscape,0.3821125681652833,train,60
dataset/woodscape_raw/train/rgbImages/3904_MVL.png,dataset/woodscape_processed/labels_tile/3904_MVL.npz,woodscape,0.0589240908643204,train,61
dataset/woodscape_raw/train/rgbImages/4926_MVR.png,dataset/woodscape_processed/labels_tile/4926_MVR.npz,woodscape,0.2961935034433663,train,62
dataset/woodscape_raw/train/rgbImages/3479_MVR.png,dataset/woodscape_processed/labels_tile/3479_MVR.npz,woodscape,0.4530303037527817,train,63
dataset/woodscape_raw/train/rgbImages/0085_MVR.png,dataset/woodscape_processed/labels_tile/0085_MVR.npz,woodscape,0.5284172702919316,train,64
dataset/woodscape_raw/train/rgbImages/1080_FV.png,dataset/woodscape_processed/labels_tile/1080_FV.npz,woodscape,0.6608293220852072,train,65
dataset/woodscape_raw/train/rgbImages/4851_FV.png,dataset/woodscape_processed/labels_tile/4851_FV.npz,woodscape,0.1625942919220621,train,66
dataset/woodscape_raw/train/rgbImages/2971_FV.png,dataset/woodscape_processed/labels_tile/2971_FV.npz,woodscape,0.8191960919987028,train,67
dataset/woodscape_raw/train/rgbImages/3669_MVL.png,dataset/woodscape_processed/labels_tile/3669_MVL.npz,woodscape,0.4286799250226995,train,68
dataset/woodscape_raw/train/rgbImages/3248_MVR.png,dataset/woodscape_processed/labels_tile/3248_MVR.npz,woodscape,0.3779614032217932,train,69
dataset/woodscape_raw/train/rgbImages/0844_RV.png,dataset/woodscape_processed/labels_tile/0844_RV.npz,woodscape,0.414608759229825,train,70
dataset/woodscape_raw/train/rgbImages/1899_FV.png,dataset/woodscape_processed/labels_tile/1899_FV.npz,woodscape,0.3544413868758077,train,71
dataset/woodscape_raw/train/rgbImages/1894_FV.png,dataset/woodscape_processed/labels_tile/1894_FV.npz,woodscape,0.3537140779958281,train,72
dataset/woodscape_raw/train/rgbImages/2408_MVL.png,dataset/woodscape_processed/labels_tile/2408_MVL.npz,woodscape,0.3960192521413089,train,73
dataset/woodscape_raw/train/rgbImages/2905_RV.png,dataset/woodscape_processed/labels_tile/2905_RV.npz,woodscape,0.6272303955121338,train,74
dataset/woodscape_raw/train/rgbImages/3627_FV.png,dataset/woodscape_processed/labels_tile/3627_FV.npz,woodscape,0.3041703510464717,train,75
dataset/woodscape_raw/train/rgbImages/0773_FV.png,dataset/woodscape_processed/labels_tile/0773_FV.npz,woodscape,0.1023901106180321,train,76
dataset/woodscape_raw/train/rgbImages/3376_MVL.png,dataset/woodscape_processed/labels_tile/3376_MVL.npz,woodscape,0.436156035914555,train,77
dataset/woodscape_raw/train/rgbImages/2308_RV.png,dataset/woodscape_processed/labels_tile/2308_RV.npz,woodscape,0.1267659051410041,train,78
dataset/woodscape_raw/train/rgbImages/2726_FV.png,dataset/woodscape_processed/labels_tile/2726_FV.npz,woodscape,0.4457873340808909,train,79
dataset/woodscape_raw/train/rgbImages/4611_MVL.png,dataset/woodscape_processed/labels_tile/4611_MVL.npz,woodscape,0.3562601037097663,train,80
dataset/woodscape_raw/train/rgbImages/1712_MVR.png,dataset/woodscape_processed/labels_tile/1712_MVR.npz,woodscape,0.6524071538086823,train,81
dataset/woodscape_raw/train/rgbImages/2108_FV.png,dataset/woodscape_processed/labels_tile/2108_FV.npz,woodscape,0.0489704780252685,train,82
dataset/woodscape_raw/train/rgbImages/3649_RV.png,dataset/woodscape_processed/labels_tile/3649_RV.npz,woodscape,0.1881696752526202,train,83
dataset/woodscape_raw/train/rgbImages/4207_RV.png,dataset/woodscape_processed/labels_tile/4207_RV.npz,woodscape,0.798690662058913,train,84
dataset/woodscape_raw/train/rgbImages/2067_MVR.png,dataset/woodscape_processed/labels_tile/2067_MVR.npz,woodscape,0.4791517971139786,train,85
dataset/woodscape_raw/train/rgbImages/1778_MVL.png,dataset/woodscape_processed/labels_tile/1778_MVL.npz,woodscape,0.1687196095332911,train,86
dataset/woodscape_raw/train/rgbImages/3556_MVR.png,dataset/woodscape_processed/labels_tile/3556_MVR.npz,woodscape,0.3738407815947341,train,87
dataset/woodscape_raw/train/rgbImages/4157_FV.png,dataset/woodscape_processed/labels_tile/4157_FV.npz,woodscape,0.9603719156799528,train,88
dataset/woodscape_raw/train/rgbImages/2128_MVR.png,dataset/woodscape_processed/labels_tile/2128_MVR.npz,woodscape,0.0608985871939685,train,89
dataset/woodscape_raw/train/rgbImages/4270_MVL.png,dataset/woodscape_processed/labels_tile/4270_MVL.npz,woodscape,0.5546035820787354,train,90
dataset/woodscape_raw/train/rgbImages/3304_FV.png,dataset/woodscape_processed/labels_tile/3304_FV.npz,woodscape,0.5504552321000429,train,91
dataset/woodscape_raw/train/rgbImages/1376_FV.png,dataset/woodscape_processed/labels_tile/1376_FV.npz,woodscape,0.2898829095742631,train,92
dataset/woodscape_raw/train/rgbImages/4146_RV.png,dataset/woodscape_processed/labels_tile/4146_RV.npz,woodscape,0.553040477001276,train,93
dataset/woodscape_raw/train/rgbImages/3872_MVR.png,dataset/woodscape_processed/labels_tile/3872_MVR.npz,woodscape,0.4519638429085394,train,94
dataset/woodscape_raw/train/rgbImages/2150_MVL.png,dataset/woodscape_processed/labels_tile/2150_MVL.npz,woodscape,0.2666628234314102,train,95
dataset/woodscape_raw/train/rgbImages/3665_MVL.png,dataset/woodscape_processed/labels_tile/3665_MVL.npz,woodscape,0.4286799250226995,train,96
dataset/woodscape_raw/train/rgbImages/1453_MVR.png,dataset/woodscape_processed/labels_tile/1453_MVR.npz,woodscape,0.1856247692647275,train,97
dataset/woodscape_raw/train/rgbImages/2158_MVR.png,dataset/woodscape_processed/labels_tile/2158_MVR.npz,woodscape,0.079104563526129,train,98
dataset/woodscape_raw/train/rgbImages/2838_MVR.png,dataset/woodscape_processed/labels_tile/2838_MVR.npz,woodscape,0.4793590832840251,train,99
dataset/woodscape_raw/train/rgbImages/3892_FV.png,dataset/woodscape_processed/labels_tile/3892_FV.npz,woodscape,0.0248130643608214,train,100
dataset/woodscape_raw/train/rgbImages/2630_RV.png,dataset/woodscape_processed/labels_tile/2630_RV.npz,woodscape,0.2389499640826004,train,101
dataset/woodscape_raw/train/rgbImages/2837_MVR.png,dataset/woodscape_processed/labels_tile/2837_MVR.npz,woodscape,0.4793583604422421,train,102
dataset/woodscape_raw/train/rgbImages/2794_RV.png,dataset/woodscape_processed/labels_tile/2794_RV.npz,woodscape,0.1224292129729592,train,103
dataset/woodscape_raw/train/rgbImages/0885_FV.png,dataset/woodscape_processed/labels_tile/0885_FV.npz,woodscape,0.1752879324284369,train,104
dataset/woodscape_raw/train/rgbImages/2235_MVR.png,dataset/woodscape_processed/labels_tile/2235_MVR.npz,woodscape,0.4648770764018344,train,105
