image_path,S_gt,S_hat_baseline,error,bias,output_filename
synthetic_soiling/batch_896f_10masks/resized_640x480/1751846982538_1751847357251_01_merged_seg2_final_level_max5_20250707081158_20250707081204_f_t0000000000_f000000000_0206_MVL_s000.png,0.3237346410751343,0.25663793,0.06709671020507812,-0.06709671020507812,1751846982538_1751847357251_01_merged_seg2_final_level_max5_20250707081158_20250707081204_f_t0000000000_f000000000_0206_MVL_s000.png
synthetic_soiling/batch_896f_10masks/resized_640x480/1751807402008_1751807787632_01_merged_seg1_final_level_max4_20250706211557_20250706211618_f_t0000007000_f000000175_1014_FV_s000.png,0.45878416299819946,0.3631087,0.09567546844482422,-0.09567546844482422,1751807402008_1751807787632_01_merged_seg1_final_level_max4_20250706211557_20250706211618_f_t0000007000_f000000175_1014_FV_s000.png
synthetic_soiling/batch_896f_10masks/resized_640x480/1751753898463_1751754114867_01_merged_seg3_final_level_max6_20250706061910_20250706061915_f_t0000004000_f000000100_4669_RV_s000.png,0.4873613715171814,0.3924395,0.09492185711860657,-0.09492185711860657,1751753898463_1751754114867_01_merged_seg3_final_level_max6_20250706061910_20250706061915_f_t0000004000_f000000100_4669_RV_s000.png
synthetic_soiling/batch_896f_10masks/resized_640x480/1751846872114_1751847233632_01_merged_seg2_final_level_max6_20250707080854_20250707080900_f_t0000005000_f000000125_3555_MVR_s000.png,0.4012938439846039,0.3308432,0.07045063376426697,-0.07045063376426697,1751846872114_1751847233632_01_merged_seg2_final_level_max6_20250707080854_20250707080900_f_t0000005000_f000000125_3555_MVR_s000.png
synthetic_soiling/batch_896f_10masks/resized_640x480/1751846224876_1751846614267_01_merged_seg2_final_level_max6_20250707080134_20250707080140_f_t0000000000_f000000000_0199_MVL_s000.png,0.3237346410751343,0.2737249,0.050009727478027344,-0.050009727478027344,1751846224876_1751846614267_01_merged_seg2_final_level_max6_20250707080134_20250707080140_f_t0000000000_f000000000_0199_MVL_s000.png
synthetic_soiling/batch_896f_10masks/resized_640x480/1751845589772_1751845899244_01_merged_seg2_final_level_max6_20250707075006_20250707075014_f_t0000003000_f000000075_1348_FV_s000.png,0.38885700702667236,0.33091733,0.05793967843055725,-0.05793967843055725,1751845589772_1751845899244_01_merged_seg2_final_level_max6_20250707075006_20250707075014_f_t0000003000_f000000075_1348_FV_s000.png
synthetic_soiling/batch_896f_10masks/resized_640x480/1751846559422_1751846872074_01_merged_seg2_final_level_max6_20250707080340_20250707080348_f_t0000006000_f000000150_3711_RV_s000.png,0.275939017534256,0.32656735,0.050628334283828735,0.050628334283828735,1751846559422_1751846872074_01_merged_seg2_final_level_max6_20250707080340_20250707080348_f_t0000006000_f000000150_3711_RV_s000.png
synthetic_soiling/batch_896f_10masks/resized_640x480/1751840928925_1751841258431_01_merged_seg2_final_level_max6_20250707063400_20250707063418_f_t0000014000_f000000350_4054_MVL_s000.png,0.25619807839393616,0.31015447,0.05395638942718506,0.05395638942718506,1751840928925_1751841258431_01_merged_seg2_final_level_max6_20250707063400_20250707063418_f_t0000014000_f000000350_4054_MVL_s000.png
synthetic_soiling/batch_896f_10masks/resized_640x480/1751845837417_1751846201304_01_merged_seg1_final_level_max6_20250707075552_20250707075558_f_t0000000000_f000000000_4791_MVL_s000.png,0.3560515344142914,0.2903543,0.06569722294807434,-0.06569722294807434,1751845837417_1751846201304_01_merged_seg1_final_level_max6_20250707075552_20250707075558_f_t0000000000_f000000000_4791_MVL_s000.png
synthetic_soiling/batch_896f_10masks/resized_640x480/1751800989704_1751801343385_01_merged_seg2_final_level_max5_20250706192848_20250706192903_f_t0000000000_f000000000_1342_FV_s000.png,0.38885700702667236,0.31311056,0.07574644684791565,-0.07574644684791565,1751800989704_1751801343385_01_merged_seg2_final_level_max5_20250706192848_20250706192903_f_t0000000000_f000000000_1342_FV_s000.png
synthetic_soiling/batch_896f_10masks/resized_640x480/1751854122585_1751854505705_01_merged_seg1_final_level_max6_20250707100925_20250707100930_f_t0000001000_f000000025_3554_MVR_s000.png,0.3952094614505768,0.3283928,0.06681665778160095,-0.06681665778160095,1751854122585_1751854505705_01_merged_seg1_final_level_max6_20250707100925_20250707100930_f_t0000001000_f000000025_3554_MVR_s000.png
synthetic_soiling/batch_896f_10masks/resized_640x480/1751858319722_1751858716000_01_merged_seg2_final_level_max6_20250707112226_20250707112232_f_t0000004000_f000000100_1415_MVL_s000.png,0.35917049646377563,0.29990202,0.05926847457885742,-0.05926847457885742,1751858319722_1751858716000_01_merged_seg2_final_level_max6_20250707112226_20250707112232_f_t0000004000_f000000100_1415_MVL_s000.png
synthetic_soiling/batch_896f_10masks/resized_640x480/1751846201344_1751846559382_01_merged_seg2_final_level_max6_20250707080230_20250707080235_f_t0000003000_f000000075_1348_FV_s000.png,0.38885700702667236,0.32027334,0.0685836672782898,-0.0685836672782898,1751846201344_1751846559382_01_merged_seg2_final_level_max6_20250707080230_20250707080235_f_t0000003000_f000000075_1348_FV_s000.png
synthetic_soiling/batch_896f_10masks/resized_640x480/1751846614307_1751846982498_01_merged_seg1_final_level_max5_20250707080929_20250707080942_f_t0000011000_f000000275_1359_MVR_s000.png,0.40157797932624817,0.33198527,0.06959271430969238,-0.06959271430969238,1751846614307_1751846982498_01_merged_seg1_final_level_max5_20250707080929_20250707080942_f_t0000011000_f000000275_1359_MVR_s000.png
synthetic_soiling/batch_896f_10masks/resized_640x480/1751762874686_1751763258119_01_merged_seg1_final_level_max6_20250706084854_20250706084900_f_t0000005000_f000000125_3136_FV_s000.png,0.3952242136001587,0.32877386,0.06645035743713379,-0.06645035743713379,1751762874686_1751763258119_01_merged_seg1_final_level_max6_20250706084854_20250706084900_f_t0000005000_f000000125_3136_FV_s000.png
synthetic_soiling/batch_896f_10masks/resized_640x480/1751845589772_1751845899244_01_merged_seg3_final_level_max6_20250707075011_20250707075016_f_t0000002000_f000000050_4008_RV_s000.png,0.39702072739601135,0.31833476,0.07868596911430359,-0.07868596911430359,1751845589772_1751845899244_01_merged_seg3_final_level_max6_20250707075011_20250707075016_f_t0000002000_f000000050_4008_RV_s000.png
synthetic_soiling/batch_896f_10masks/resized_640x480/1751762112880_1751762481703_01_merged_seg1_final_level_max6_20250706083524_20250706083529_f_t0000000000_f000000000_3203_FV_s000.png,0.3132668733596802,0.25847778,0.05478909611701965,-0.05478909611701965,1751762112880_1751762481703_01_merged_seg1_final_level_max6_20250706083524_20250706083529_f_t0000000000_f000000000_3203_FV_s000.png
synthetic_soiling/batch_896f_10masks/resized_640x480/1751782485968_1751782871923_01_merged_seg1_final_level_max5_20250706141828_20250706141832_f_t0000003000_f000000075_3991_MVL_s000.png,0.32796671986579895,0.27269793,0.055268794298172,-0.055268794298172,1751782485968_1751782871923_01_merged_seg1_final_level_max5_20250706141828_20250706141832_f_t0000003000_f000000075_3991_MVL_s000.png
synthetic_soiling/batch_896f_10masks/resized_640x480/1751806655117_1751807033599_01_merged_seg1_final_level_max6_20250706205816_20250706205821_f_t0000003000_f000000075_4415_MVR_s000.png,0.5429090261459351,0.483756,0.05915302038192749,-0.05915302038192749,1751806655117_1751807033599_01_merged_seg1_final_level_max6_20250706205816_20250706205821_f_t0000003000_f000000075_4415_MVR_s000.png
