image_path,S_gt,S_hat_baseline,error,bias,output_filename
synthetic_soiling/batch_896f_10masks/resized_640x480/1751756474033_1751757225669_01_merged_seg2_final_level_max6_20250706071205_20250706071213_f_t0000000000_f000000000_0543_RV_s000.png,0.2236647605895996,0.27296034,0.049295574426651,0.049295574426651,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751756474033_1751757225669_01_merged_seg2_final_level_max6_20250706071205_20250706071213_f_t0000000000_f000000000_3993_MVL_s000.png,0.3279667198657989,0.31185892,0.0161077976226806,-0.0161077976226806,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751755146001_1751755440828_01_merged_seg3_final_level_max6_20250706064219_20250706064224_f_t0000002000_f000000050_3199_FV_s000.png,0.3132668733596802,0.28668877,0.0265780985355377,-0.0265780985355377,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751755146001_1751755440828_01_merged_seg3_final_level_max6_20250706064219_20250706064224_f_t0000002000_f000000050_4063_MVR_s000.png,0.338377833366394,0.29385146,0.0445263683795928,-0.0445263683795928,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751755146001_1751755440828_01_merged_seg3_final_level_max6_20250706064219_20250706064224_f_t0000002000_f000000050_4460_FV_s000.png,0.3911400139331817,0.34184536,0.0492946505546569,-0.0492946505546569,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751757850921_1751758250644_01_merged_seg1_final_level_max6_20250706072955_20250706073006_f_t0000003000_f000000075_4715_MVR_s000.png,0.1801356524229049,0.19960769,0.0194720327854157,0.0194720327854157,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751757850921_1751758250644_01_merged_seg1_final_level_max6_20250706072955_20250706073006_f_t0000003000_f000000075_0795_MVL_s000.png,0.2037807404994964,0.18462805,0.0191526859998702,-0.0191526859998702,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751865204979_1751865591015_01_merged_seg1_final_level_max5_20250707131443_20250707131452_f_t0000000000_f000000000_3254_RV_s000.png,0.3453050553798675,0.31261137,0.0326936841011046,-0.0326936841011046,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751784025470_1751784400905_01_merged_seg1_final_level_max6_20250706144440_20250706144445_f_t0000000000_f000000000_3881_RV_s000.png,0.3031951785087585,0.25842363,0.0447715520858764,-0.0447715520858764,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751841587494_1751841953236_01_merged_seg2_final_level_max6_20250707064125_20250707064136_f_t0000002000_f000000050_0370_FV_s000.png,0.3930056691169739,0.39645535,0.0034496784210205,0.0034496784210205,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751841587494_1751841953236_01_merged_seg2_final_level_max6_20250707064125_20250707064136_f_t0000002000_f000000050_1346_FV_s000.png,0.3888570070266723,0.41660872,0.0277517139911652,0.0277517139911652,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751841587494_1751841953236_01_merged_seg2_final_level_max6_20250707064125_20250707064136_f_t0000002000_f000000050_3550_MVL_s000.png,0.3738972246646881,0.376031,0.0021337866783142,0.0021337866783142,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751764746050_1751765121684_01_merged_seg1_final_level_max6_20250706092351_20250706092410_f_t0000009000_f000000225_3289_MVR_s000.png,0.3239035010337829,0.28719687,0.0367066264152526,-0.0367066264152526,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751764746050_1751765121684_01_merged_seg1_final_level_max6_20250706092351_20250706092410_f_t0000009000_f000000225_4466_FV_s000.png,0.3911400139331817,0.34858567,0.042554348707199,-0.042554348707199,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751761541681_1751761915475_01_merged_seg1_final_level_max6_20250706082800_20250706082808_f_t0000006000_f000000150_2590_MVL_s000.png,0.2024745047092437,0.15823899,0.0442355126142501,-0.0442355126142501,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751761541681_1751761915475_01_merged_seg1_final_level_max6_20250706082800_20250706082808_f_t0000006000_f000000150_0996_MVR_s000.png,0.1144885718822479,0.1521988,0.0377102345228195,0.0377102345228195,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751844993012_1751845387415_01_merged_seg1_final_level_max6_20250707073749_20250707073753_f_t0000000000_f000000000_1460_RV_s000.png,0.2336086332798004,0.2702947,0.0366860628128052,0.0366860628128052,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751799036880_1751799393879_01_merged_seg1_final_level_max6_20250706185332_20250706185336_f_t0000002000_f000000050_4954_MVL_s000.png,0.1919765770435333,0.16827092,0.0237056612968444,-0.0237056612968444,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751799036880_1751799393879_01_merged_seg1_final_level_max6_20250706185332_20250706185336_f_t0000002000_f000000050_4866_MVR_s000.png,0.1966577768325805,0.17861266,0.0180451124906539,-0.0180451124906539,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751799036880_1751799393879_01_merged_seg1_final_level_max6_20250706185332_20250706185336_f_t0000002000_f000000050_0820_RV_s000.png,0.1692690402269363,0.15202087,0.0172481685876846,-0.0172481685876846,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751799036880_1751799393879_01_merged_seg1_final_level_max6_20250706185332_20250706185336_f_t0000002000_f000000050_4539_MVL_s000.png,0.2252930998802185,0.17982353,0.0454695671796798,-0.0454695671796798,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751764377737_1751764746011_01_merged_seg2_final_level_max6_20250706091415_20250706091427_f_t0000004000_f000000100_4900_RV_s000.png,0.3052173256874084,0.28427577,0.0209415555000304,-0.0209415555000304,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751764377737_1751764746011_01_merged_seg2_final_level_max6_20250706091415_20250706091427_f_t0000004000_f000000100_3041_MVR_s000.png,0.2403400540351867,0.2805897,0.0402496457099915,0.0402496457099915,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751840197633_1751840566900_01_merged_seg1_final_level_max6_20250707061809_20250707061815_f_t0000003000_f000000075_4903_RV_s000.png,0.3042792081832886,0.35282618,0.0485469698905944,0.0485469698905944,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751841396043_1751841812203_01_merged_seg1_final_level_max6_20250707063925_20250707063931_f_t0000001000_f000000025_3336_FV_s000.png,0.142311230301857,0.16564207,0.0233308374881744,0.0233308374881744,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751757771683_1751758149403_01_merged_seg2_final_level_max6_20250706072346_20250706072351_f_t0000000000_f000000000_1414_MVL_s000.png,0.3591704964637756,0.32198834,0.0371821522712706,-0.0371821522712706,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751762874686_1751763258119_01_merged_seg1_final_level_max6_20250706084854_20250706084900_f_t0000004000_f000000100_1394_RV_s000.png,0.371184378862381,0.4025365,0.0313521325588226,0.0313521325588226,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751762874686_1751763258119_01_merged_seg1_final_level_max6_20250706084854_20250706084900_f_t0000004000_f000000100_4920_MVR_s000.png,0.3329096734523773,0.35768262,0.0247729420661926,0.0247729420661926,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751752529544_1751752905302_01_merged_seg1_final_level_max6_20250706055533_20250706055538_f_t0000000000_f000000000_4063_MVR_s000.png,0.338377833366394,0.32712138,0.011256456375122,-0.011256456375122,
