image_path,npz_path,S_gt
synthetic_soiling/batch_896f_10masks/resized_640x480/1751761541681_1751761915475_01_merged_seg3_final_level_max6_20250706082922_20250706082939_f_t0000008000_f000000200_4081_FV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751761541681_1751761915475_01_merged_seg3_final_level_max6_20250706082922_20250706082939_f_t0000008000_f000000200_4081_FV_s000.npz,0.5522816777229309
synthetic_soiling/batch_896f_10masks/resized_640x480/1751784025470_1751784400905_01_merged_seg1_final_level_max6_20250706144440_20250706144445_f_t0000000000_f000000000_2779_MVR_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751784025470_1751784400905_01_merged_seg1_final_level_max6_20250706144440_20250706144445_f_t0000000000_f000000000_2779_MVR_s000.npz,0.7027513384819031
synthetic_soiling/batch_896f_10masks/resized_640x480/1751756474033_1751757225669_01_merged_seg1_final_level_max6_20250706070114_20250706070130_f_t0000000000_f000000000_4452_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751756474033_1751757225669_01_merged_seg1_final_level_max6_20250706070114_20250706070130_f_t0000000000_f000000000_4452_RV_s000.npz,0.3996998071670532
synthetic_soiling/batch_896f_10masks/resized_640x480/1751841803966_1751844486470_01_merged_seg2_final_level_max6_20250707064422_20250707064437_f_t0000012000_f000000300_4756_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751841803966_1751844486470_01_merged_seg2_final_level_max6_20250707064422_20250707064437_f_t0000012000_f000000300_4756_RV_s000.npz,0.4721703827381134
synthetic_soiling/batch_896f_10masks/resized_640x480/1751802492742_1751802722181_01_merged_seg1_final_level_max4_20250706194931_20250706195019_f_t0000017000_f000000425_0362_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751802492742_1751802722181_01_merged_seg1_final_level_max4_20250706194931_20250706195019_f_t0000017000_f000000425_0362_RV_s000.npz,0.21484921872615814
synthetic_soiling/batch_896f_10masks/resized_640x480/1751846982538_1751847357251_01_merged_seg2_final_level_max5_20250707081158_20250707081204_f_t0000000000_f000000000_0206_MVL_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751846982538_1751847357251_01_merged_seg2_final_level_max5_20250707081158_20250707081204_f_t0000000000_f000000000_0206_MVL_s000.npz,0.3237346410751343
synthetic_soiling/batch_896f_10masks/resized_640x480/1751754455987_1751754602788_01_merged_seg1_final_level_max6_20250706062954_20250706063002_f_t0000007000_f000000175_3410_MVL_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751754455987_1751754602788_01_merged_seg1_final_level_max6_20250706062954_20250706063002_f_t0000007000_f000000175_3410_MVL_s000.npz,0.9994531869888306
synthetic_soiling/batch_896f_10masks/resized_640x480/1751755146001_1751755440828_01_merged_seg5_final_level_max6_20250706064343_20250706064350_f_t0000005000_f000000125_1103_MVL_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751755146001_1751755440828_01_merged_seg5_final_level_max6_20250706064343_20250706064350_f_t0000005000_f000000125_1103_MVL_s000.npz,0.18492844700813293
synthetic_soiling/batch_896f_10masks/resized_640x480/1751854881704_1751855241824_01_merged_seg1_final_level_max6_20250707102344_20250707102356_f_t0000006000_f000000150_4618_MVR_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751854881704_1751855241824_01_merged_seg1_final_level_max6_20250707102344_20250707102356_f_t0000006000_f000000150_4618_MVR_s000.npz,0.6581354737281799
synthetic_soiling/batch_896f_10masks/resized_640x480/1751800998070_1751801346749_01_merged_seg3_final_level_max6_20250706192811_20250706192817_f_t0000005000_f000000125_4562_MVL_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751800998070_1751801346749_01_merged_seg3_final_level_max6_20250706192811_20250706192817_f_t0000005000_f000000125_4562_MVL_s000.npz,0.8534863591194153
synthetic_soiling/batch_896f_10masks/resized_640x480/1751854122585_1751854505705_01_merged_seg2_final_level_max6_20250707100932_20250707100938_f_t0000001000_f000000025_2364_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751854122585_1751854505705_01_merged_seg2_final_level_max6_20250707100932_20250707100938_f_t0000001000_f000000025_2364_RV_s000.npz,0.14763964712619781
synthetic_soiling/batch_896f_10masks/resized_640x480/1751782485968_1751782871923_01_merged_seg1_final_level_max5_20250706141828_20250706141832_f_t0000003000_f000000075_1743_MVL_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751782485968_1751782871923_01_merged_seg1_final_level_max5_20250706141828_20250706141832_f_t0000003000_f000000075_1743_MVL_s000.npz,0.02591503970324993
synthetic_soiling/batch_896f_10masks/resized_640x480/1751859107881_1751859448316_01_merged_seg1_final_level_max6_20250707113229_20250707113235_f_t0000002000_f000000050_4136_FV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751859107881_1751859448316_01_merged_seg1_final_level_max6_20250707113229_20250707113235_f_t0000002000_f000000050_4136_FV_s000.npz,0.4267810881137848
synthetic_soiling/batch_896f_10masks/resized_640x480/1751841451969_1751841803926_01_merged_seg1_final_level_max5_20250707063757_20250707063803_f_t0000003000_f000000075_3600_FV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751841451969_1751841803926_01_merged_seg1_final_level_max5_20250707063757_20250707063803_f_t0000003000_f000000075_3600_FV_s000.npz,0.6361892819404602
synthetic_soiling/batch_896f_10masks/resized_640x480/1751849317465_1751849718785_01_merged_seg1_final_level_max6_20250707084843_20250707084852_f_t0000001000_f000000025_0408_MVL_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751849317465_1751849718785_01_merged_seg1_final_level_max6_20250707084843_20250707084852_f_t0000001000_f000000025_0408_MVL_s000.npz,0.2610541880130768
synthetic_soiling/batch_896f_10masks/resized_640x480/1751800998070_1751801346749_01_merged_seg3_final_level_max6_20250706192811_20250706192817_f_t0000004000_f000000100_1850_MVR_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751800998070_1751801346749_01_merged_seg3_final_level_max6_20250706192811_20250706192817_f_t0000004000_f000000100_1850_MVR_s000.npz,0.2871841788291931
synthetic_soiling/batch_896f_10masks/resized_640x480/1751844968298_1751845348656_01_merged_seg1_final_level_max6_20250707073913_20250707073920_f_t0000002000_f000000050_4922_MVR_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751844968298_1751845348656_01_merged_seg1_final_level_max6_20250707073913_20250707073920_f_t0000002000_f000000050_4922_MVR_s000.npz,0.3327203094959259
synthetic_soiling/batch_896f_10masks/resized_640x480/1751757029324_1751757386244_01_merged_seg1_final_level_max6_20250706071412_20250706071420_f_t0000005000_f000000125_1682_MVR_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751757029324_1751757386244_01_merged_seg1_final_level_max6_20250706071412_20250706071420_f_t0000005000_f000000125_1682_MVR_s000.npz,0.7647691965103149
synthetic_soiling/batch_896f_10masks/resized_640x480/1751854505745_1751854881664_01_merged_seg4_final_level_max6_20250707102115_20250707102120_f_t0000001000_f000000025_2198_FV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751854505745_1751854881664_01_merged_seg4_final_level_max6_20250707102115_20250707102120_f_t0000001000_f000000025_2198_FV_s000.npz,0.8239198327064514
synthetic_soiling/batch_896f_10masks/resized_640x480/1751800989704_1751801343385_01_merged_seg2_final_level_max5_20250706192848_20250706192903_f_t0000008000_f000000200_3479_MVR_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751800989704_1751801343385_01_merged_seg2_final_level_max5_20250706192848_20250706192903_f_t0000008000_f000000200_3479_MVR_s000.npz,0.5
synthetic_soiling/batch_896f_10masks/resized_640x480/1751846559422_1751846872074_01_merged_seg1_final_level_max6_20250707080321_20250707080336_f_t0000003000_f000000075_3185_MVR_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751846559422_1751846872074_01_merged_seg1_final_level_max6_20250707080321_20250707080336_f_t0000003000_f000000075_3185_MVR_s000.npz,0.1693577915430069
synthetic_soiling/batch_896f_10masks/resized_640x480/1751755800373_1751756094122_01_merged_seg2_final_level_max6_20250706065121_20250706065136_f_t0000006000_f000000150_4485_MVR_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751755800373_1751756094122_01_merged_seg2_final_level_max6_20250706065121_20250706065136_f_t0000006000_f000000150_4485_MVR_s000.npz,0.5853856801986694
synthetic_soiling/batch_896f_10masks/resized_640x480/1751841587494_1751841953236_01_merged_seg2_final_level_max6_20250707064125_20250707064136_f_t0000000000_f000000000_0314_FV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751841587494_1751841953236_01_merged_seg2_final_level_max6_20250707064125_20250707064136_f_t0000000000_f000000000_0314_FV_s000.npz,0.8313329219818115
synthetic_soiling/batch_896f_10masks/resized_640x480/1751854857923_1751855244716_01_merged_seg1_final_level_max6_20250707102221_20250707102228_f_t0000001000_f000000025_2880_FV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751854857923_1751855244716_01_merged_seg1_final_level_max6_20250707102221_20250707102228_f_t0000001000_f000000025_2880_FV_s000.npz,0.7437954545021057
synthetic_soiling/batch_896f_10masks/resized_640x480/1751840816850_1751841149811_01_merged_seg4_final_level_max6_20250707063207_20250707063211_f_t0000001000_f000000025_4376_FV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751840816850_1751841149811_01_merged_seg4_final_level_max6_20250707063207_20250707063211_f_t0000001000_f000000025_4376_FV_s000.npz,0.064047671854496
synthetic_soiling/batch_896f_10masks/resized_640x480/1751846982538_1751847357251_01_merged_seg1_final_level_max6_20250707081006_20250707081013_f_t0000000000_f000000000_1367_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751846982538_1751847357251_01_merged_seg1_final_level_max6_20250707081006_20250707081013_f_t0000000000_f000000000_1367_RV_s000.npz,0.4094999134540558
synthetic_soiling/batch_896f_10masks/resized_640x480/1751854505745_1751854881664_01_merged_seg2_final_level_max6_20250707101613_20250707101618_f_t0000003000_f000000075_2753_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751854505745_1751854881664_01_merged_seg2_final_level_max6_20250707101613_20250707101618_f_t0000003000_f000000075_2753_RV_s000.npz,0.5333012938499451
synthetic_soiling/batch_896f_10masks/resized_640x480/1751840566940_1751840928885_01_merged_seg2_final_level_max6_20250707062809_20250707062816_f_t0000002000_f000000050_4897_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751840566940_1751840928885_01_merged_seg2_final_level_max6_20250707062809_20250707062816_f_t0000002000_f000000050_4897_RV_s000.npz,0.30600103735923767
synthetic_soiling/batch_896f_10masks/resized_640x480/1751758149524_1751758500443_01_merged_seg2_final_level_max6_20250706073241_20250706073246_f_t0000000000_f000000000_0314_FV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751758149524_1751758500443_01_merged_seg2_final_level_max6_20250706073241_20250706073246_f_t0000000000_f000000000_0314_FV_s000.npz,0.8313329219818115
synthetic_soiling/batch_896f_10masks/resized_640x480/1751859904864_1751860293225_01_merged_seg1_final_level_max5_20250707115104_20250707115122_f_t0000008000_f000000200_3677_MVR_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751859904864_1751860293225_01_merged_seg1_final_level_max5_20250707115104_20250707115122_f_t0000008000_f000000200_3677_MVR_s000.npz,0.4333498477935791
synthetic_soiling/batch_896f_10masks/resized_640x480/1751764377737_1751764746011_01_merged_seg1_final_level_max5_20250706091349_20250706091405_f_t0000010000_f000000250_2895_MVR_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751764377737_1751764746011_01_merged_seg1_final_level_max5_20250706091349_20250706091405_f_t0000010000_f000000250_2895_MVR_s000.npz,0.5095844864845276
synthetic_soiling/batch_896f_10masks/resized_640x480/1751864126580_1751864500898_01_merged_seg1_final_level_max4_20250707125733_20250707125739_f_t0000002000_f000000050_4089_MVR_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751864126580_1751864500898_01_merged_seg1_final_level_max4_20250707125733_20250707125739_f_t0000002000_f000000050_4089_MVR_s000.npz,0.5072861313819885
synthetic_soiling/batch_896f_10masks/resized_640x480/1751756505411_1751756901044_01_merged_seg2_final_level_max6_20250706070456_20250706070504_f_t0000002000_f000000050_2248_FV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751756505411_1751756901044_01_merged_seg2_final_level_max6_20250706070456_20250706070504_f_t0000002000_f000000050_2248_FV_s000.npz,0.06859986484050751
synthetic_soiling/batch_896f_10masks/resized_640x480/1751864589522_1751864950721_01_merged_seg1_final_level_max4_20250707130805_20250707130812_f_t0000004000_f000000100_4246_MVL_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751864589522_1751864950721_01_merged_seg1_final_level_max4_20250707130805_20250707130812_f_t0000004000_f000000100_4246_MVL_s000.npz,0.9492267370223999
synthetic_soiling/batch_896f_10masks/resized_640x480/1751800998070_1751801346749_01_merged_seg2_final_level_max6_20250706192706_20250706192727_f_t0000012000_f000000300_3960_MVL_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751800998070_1751801346749_01_merged_seg2_final_level_max6_20250706192706_20250706192727_f_t0000012000_f000000300_3960_MVL_s000.npz,0.9522584676742554
synthetic_soiling/batch_896f_10masks/resized_640x480/1751846201344_1751846559382_01_merged_seg1_final_level_max5_20250707080013_20250707080021_f_t0000003000_f000000075_4607_FV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751846201344_1751846559382_01_merged_seg1_final_level_max5_20250707080013_20250707080021_f_t0000003000_f000000075_4607_FV_s000.npz,0.6974356770515442
